mention_id,settlement_id,canonical_name,matched_aliases,paragraph_id,source_line_start,source_line_end,section,section_kind,chapter_number,complete_paragraph_text,book_note_ids,book_note_texts,bibliography_keys,full_bibliography_entries
M0127,S025,Poverty Point,Poverty Point,L1676,1676,1676,Chapter 5: Many Seasons Ago,chapter,5,"When considering the broad sweep of history, most scholars either completely ignore this pre-agricultural world or write it off as some kind of strange anomaly: a false start to civilization. Palaeolithic hunters and Mesolithic fisherfolk may have buried their dead like aristocracy, but the ‘origins’ of class stratification are still sought in much later periods. Louisiana’s Poverty Point may have had the dimensions and at least some functions of an ancient city, but it is absent from most histories of North American urbanism, let alone urbanism in general; just as 10,000 years of Japanese civilization is sometimes written off as a prelude to the coming of rice-farming and metallurgy. Even the Calusa of Florida Keys are often referred to as an ‘incipient chiefdom’. What’s deemed important is not what they were, but the fact that they could be on the brink of turning into something else: a ‘proper’ kingdom, presumably, whose subjects paid tribute in crops.",,,,
M0128,S025,Poverty Point,Poverty Point,L3994,3994,3994,Chapter 11: Full Circle,chapter,11,"Even more striking, many of these tombs were located in the vicinity of gigantic earthworks, some literally miles across. The inhabitants of the Central Ohio valley had been creating such structures since the beginning of what archaeologists called the Adena period, around 1000 bc, and earthworks do also appear in earlier ‘Archaic’ phases of North American history. As we’ve already seen in the case of Poverty Point, whoever designed them was capable of making remarkably sophisticated astronomical calculations and employed accurate systems of measurement. One would imagine such people could also marshal and deploy enormous amounts of labour – although here we must be careful. Evidence from more recent times suggests that the tradition of mound-building could have been, in some cases, a side effect of creating dancing-grounds or other flat open spaces for feasts, games and assemblies. Each year before a major ritual these spaces would be swept and flattened, and the accumulated dirt and debris piled up in the same place. Over centuries, this could obviously become a very large amount of material to be shaped. Among the Muskogee, for example, such artificial hills would be covered each year by a new mantle of red, yellow, black or white earth. This work was organized by officials on rotating duties and did not require top-down structures of command.14",ch11-n14,Knight 2001; 2006.,Knight 2001,"Knight, Vernon J. Jr. 2001. ‘Feasting and the emergence of platform mound ceremonialism in Eastern North America.’ In Michael Dietler and Brian Hayden (eds), Feasts: Archaeological and Ethnographic Perspectives on Food, Politics and Power. Washington: Smithsonian Institution Press, pp. 311–33."
M0129,S025,Poverty Point,Poverty Point,L3996,3996,3996,Chapter 11: Full Circle,chapter,11,"Such is clearly not the case, however, with really large structures like Poverty Point or the Hopewell earthworks. These did not grow by slow accretion but were planned in advance. The most impressive sites are almost invariably in river valleys, typically quite close to bodies of water. They rise, literally, out of the sodden mud. As anyone who has played as a child with sand or mud (that is, pretty much anyone, including ancient Amerindians) will be aware, it’s easy to make structures out of such material, but almost impossible to keep them from crumbling or washing away again in damp locations. This is where the really impressive engineering comes in. A typical Hopewell site is a complex, mathematically aligned mix of circles, squares and octagons – all made of mud. One of the largest, the Newark Earthworks in Licking County, Ohio, which apparently functioned as a lunar observatory, extends over two square miles and contains embankments more than sixteen feet tall. The only way to create stable structures of this sort – so stable that they still exist today – was by the use of ingenious building techniques, alternating layers of earth with carefully selected gravels and sand.15 To anyone seeing them for the first time, rising above the swamps, the effect would be similar to witnessing an ice cube that refused ever to melt in the midday sun; a kind of cosmogonic miracle.",ch11-n15,Sherwood and Kidder 2011.,,
M0130,S025,Poverty Point,Poverty Point,L4010,4010,4010,Chapter 11: Full Circle,chapter,11,"Like Chavín de Huántar in the Andes, or indeed Poverty Point, social influence derived from control over esoteric forms of knowledge. The main difference is that the Hopewell Interaction Sphere has no discernible centre, no single capital, and unlike Chavín it offers little evidence for the existence of permanent elites, priestly or otherwise. Analysis of burials reveals at least a dozen different sets of insignia, ranging perhaps from funerary priests to clan chief or diviner. Remarkably, it also appears to reveal the existence of a developed clan system, since the ancient inhabitants of central Ohio developed the historically unusual – but from an archaeologist’s point of view extraordinarily convenient – habit of including bits of their totem animal – jaws, teeth, claws or talons, often fashioned into pendants or jewellery – in their tombs. All the clans most familiar from later North America – Deer, Wolf, Elk, Hawk, Snake and so on – were already represented.20 The really striking thing is that, despite the existence of a system of offices and clans, there appears to be virtually no relation between the two. It is possible that clans sometimes ‘owned’ certain offices, but there is little evidence for the existence of a hereditary, ranked elite.21",ch11-n20 | ch11-n21,"Contemporary scholars list at least nine clans among the ‘Tripartite Alliance’ of sodalities in the central Hopewell region: Bear, Canine, Feline, Raptor, Raccoon, Elk, Beaver, Nonraptorial Bird and Fox. These correspond roughly to the largest clans documented among Central Algonkian peoples who still inhabit the region (Carr 2005; Thomas et al. 2005: 339–40). | As one might imagine, this has been a matter of some debate, but we follow here the extensively documented views put forward in Carr and Case (eds) 2005, with further detailed references.",Carr 2005 | Thomas 2005,"Carr, Christopher. 2005. ‘The tripartite ceremonial alliance among Scioto Hopewellian communities and the question of social ranking.’ In Case and Carr (eds), pp. 258–338. | Thomas, Chad R., Christopher Carr and Cynthia Keller. 2005. ‘Animaltotemic clans of Ohio Hopewellian peoples.’ In Carr and Case (eds), pp. 339–85."
M0131,S025,Poverty Point,Poverty Point,L4109,4109,4109,Chapter 11: Full Circle,chapter,11,"Similarly, those who designed the great construction projects of Poverty Point or Hopewell were clearly drawing on esoteric knowledge of some sort – astronomical, mythic, numerological – which was contiguous with the practical knowledge of maths, engineering and construction, not to mention techniques of organizing and monitoring human labour (even voluntary labour) which were required to realize those designs. Over the long term of pre-Columbian history, this particular sort of knowledge always seems to lie at the core of systems of domination that periodically emerged. Hopewell is a perfect example, since the heroic games that accompanied ceremonial projects were not really the basis for systematic domination at all.60 Cahokia, on the other hand, appears to represent a self-conscious effort to turn that style of administrative esoterica into a basis for sovereignty; the gradual transformation of geometric earthworks, designed on cosmic principles, into actual fortifications being only the most obvious indication. In the end it didn’t work. Political power retreated back into heroic theatre, if in a decidedly more violent form.",ch11-n60,"In our terms, it’s not even clear that Adena-Hopewell was a ‘first-order regime of domination’; in most respects, as we’ve indicated, it seems closer to the kind of grand hospitality zones, culture areas, interaction spheres, or civilizations we’ve encountered so many times before in other parts of the world.",,
M0132,S025,Poverty Point,Poverty Point,L4866,4866,4866,"Notes to Chapter 4: Free People, the Origin of Cultures, and the Advent of Private Property",notes,4,"26. Oddly enough, Poverty Point is actually situated almost exactly midway between the Bayou Macon Wildlife Management Area and the Black Bear Golf Club.",ch4-n26,"Oddly enough, Poverty Point is actually situated almost exactly midway between the Bayou Macon Wildlife Management Area and the Black Bear Golf Club.",,
M0133,S025,Poverty Point,Poverty Point,L4868,4868,4868,"Notes to Chapter 4: Free People, the Origin of Cultures, and the Advent of Private Property",notes,4,"27. We quote here from Kidder’s (2018) summary article. For a more extended, if somewhat idiosyncratic, account of Poverty Point archaeology see Gibson 2000; and for a wide-ranging assessment, Sassaman 2005.",ch4-n27,"We quote here from Kidder’s (2018) summary article. For a more extended, if somewhat idiosyncratic, account of Poverty Point archaeology see Gibson 2000; and for a wide-ranging assessment, Sassaman 2005.",Gibson 2000 | Sassaman 2005,"Gibson, Jon L. 2000. Ancient Mounds of Poverty Point: Place of Rings. Gainesville: University Press of Florida. | Sassaman, Kenneth E. 2005. ‘Poverty Point as structure, event, process.’ Journal of Archaeological Method and Theory 12 (4): 335–64."
M0134,S025,Poverty Point,Poverty Point,L6062,6062,6062,Notes to Chapter 11: Full Circle,notes,11,"25. As we discussed in Chapter Four, the monumental hunter-gatherer centre of Poverty Point on the Lower Mississippi drew in objects and materials from a similarly wide region almost 2,000 years earlier, and it may well have disseminated various forms of intangible goods and knowledge far and wide in return; but Poverty Point had a different character to Hopewell, tightly focused on a single centre of gravity, and less clearly marked by the spread of social institutions such as burial rituals or settlement patterns.",ch11-n25,"As we discussed in Chapter Four, the monumental hunter-gatherer centre of Poverty Point on the Lower Mississippi drew in objects and materials from a similarly wide region almost 2,000 years earlier, and it may well have disseminated various forms of intangible goods and knowledge far and wide in return; but Poverty Point had a different character to Hopewell, tightly focused on a single centre of gravity, and less clearly marked by the spread of social institutions such as burial rituals or settlement patterns.",,
M0135,S026,Sannai Maruyama,Sannai Maruyama,L1482,1482,1482,"Chapter 4: Free People, the Origin of Cultures, and the Advent of Private Property",chapter,4,"Across the Japanese archipelago, between 14,000 and 300 bc, centennial cycles of settlement nucleation and dispersal came and went; monuments shot up in wood and stone, and then were pulled down again or abandoned; elaborate ritual traditions, including opulent burials, flourished and declined; specialized crafts waxed and waned, including remarkable accomplishments in the arts of pottery, wood and lacquer. In traditions of wild food procurement, strong regional contrasts are evident, ranging from maritime adaptations to acorn-based economies, both using large storage facilities for gathered resources. Cannabis came into use, for fibres and recreational drug use. There were enormous villages with grand storehouses and what seem to be ritual precincts, such as those found at Sannai Maruyama.33",ch4-n33,"Sannai Maruyama, the largest and most impressive Jōmon site, was occupied between 3900 and 2300 bc, and lies in the Aomori Prefecture in northern Japan. Habu and Fawcett (2008) provide a lively account of the site’s discovery, reception and contemporary interpretation. For broader discussions of Jōmon material culture, settlement patterns and uses of the environment see Takahashi and Hosoya 2003; Habu 2004; Kobayashi 2004; Matsui and Kanehara 2006; Crema 2013. It’s worth noting that the ancient Jōmon have been infiltrating modern consciousness in other ways too: the distinctive ‘rope pattern’ aesthetics of their highly crafted ceramics provided the graphic template for one of Nintendo’s most popular video games, The Legend of Zelda: Breath of the Wild. Jōmon seems quite at home in the digital age.",Habu 2004 | Kobayashi 2004 | Crema 2013,"Habu, Junko. 2004. Ancient Jomon of Japan. Cambridge: Cambridge University Press. | Kobayashi, Tatsuo. 2004. Jomon Reflections: Forager Life and Culture in the Prehistoric Japanese Archipelago. Oxford: Oxbow. | Crema, Enrico R. 2013. ‘Cycles of change in Jomon settlement: a case study from eastern Tokyo Bay.’ Antiquity 87 (338): 1169–81."
M0136,S026,Sannai Maruyama,Sannai Maruyama,L1599,1599,1599,"Chapter 4: Free People, the Origin of Cultures, and the Advent of Private Property",chapter,4,"We cannot possibly know exactly which forms of ownership existed in these societies. What we can suggest, and there’s plenty of evidence to support it, is that all the places in question – Poverty Point, Sannai Maruyama, the Kastelli Giant’s Church in Finland, or indeed the earlier resting places of Upper Palaeolithic grandees – were in some sense sacred places. This might not seem like saying very much, but it’s important: it tells us a lot more about the ‘origins’ of private property than is generally assumed. In rounding off this discussion, we will try to explain why.",,,,
M0137,S026,Sannai Maruyama,Sannai Maruyama,L1657,1657,1657,"Chapter 4: Free People, the Origin of Cultures, and the Advent of Private Property",chapter,4,"Looking back again to prehistory, it is – as we’ve already noted – impossible to know precisely which forms of property or ownership existed at places like Göbekli Tepe, Poverty Point, Sannai Maruyama or Stonehenge, any more than we can know if regalia buried with the ‘princes’ of the Upper Palaeolithic were their personal possessions. What we can now suggest, in light of these wider considerations, is that such carefully co-ordinated ritual theatres, often laid out with geometrical precision, were exactly the kinds of places where exclusive claims to rights over property – together with strict demands for unquestioning obedience – were likely to be made, among otherwise free people. If private property has an ‘origin’, it is as old as the idea of the sacred, which is likely as old as humanity itself. The pertinent question to ask is not so much when this happened, as how it eventually came to order so many other aspects of human affairs.",,,,
M0138,S026,Sannai Maruyama,Sannai Maruyama,L4347,4347,4347,Chapter 12: Conclusion,chapter,12,"Still, this appears to have been an epochal development. Recall, for example, how post-Ice Age hunter-gatherers, especially in coastal or woodland regions, were enjoying something of a Golden Age. There appear to have been all sorts of local experiments, reflected in a proliferation of opulent burials and monumental architecture, the social functions of which often remain enigmatic: from shell-built ‘amphitheatres’ along the Gulf of Mexico to the great storehouses of Sannai Maruyama in Jōmon Japan, or the so-called ‘Giants’ Churches’ of the Bothnian Sea. It is among such Mesolithic populations that we often find not just the multiplication of distinct culture areas, but also the first clear archaeological indications of communities divided into permanent ranks, sometimes accompanied by interpersonal violence, even warfare. In some cases this may already have meant the stratification of households into aristocrats, commoners and slaves. In others, quite different forms of hierarchy may have taken root. Some appear to have become, effectively, fixed in place.",,,,
M0139,S026,Sannai Maruyama,Sannai Maruyama,L4880,4880,4880,"Notes to Chapter 4: Free People, the Origin of Cultures, and the Advent of Private Property",notes,4,"33. Sannai Maruyama, the largest and most impressive Jōmon site, was occupied between 3900 and 2300 bc, and lies in the Aomori Prefecture in northern Japan. Habu and Fawcett (2008) provide a lively account of the site’s discovery, reception and contemporary interpretation. For broader discussions of Jōmon material culture, settlement patterns and uses of the environment see Takahashi and Hosoya 2003; Habu 2004; Kobayashi 2004; Matsui and Kanehara 2006; Crema 2013. It’s worth noting that the ancient Jōmon have been infiltrating modern consciousness in other ways too: the distinctive ‘rope pattern’ aesthetics of their highly crafted ceramics provided the graphic template for one of Nintendo’s most popular video games, The Legend of Zelda: Breath of the Wild. Jōmon seems quite at home in the digital age.",ch4-n33,"Sannai Maruyama, the largest and most impressive Jōmon site, was occupied between 3900 and 2300 bc, and lies in the Aomori Prefecture in northern Japan. Habu and Fawcett (2008) provide a lively account of the site’s discovery, reception and contemporary interpretation. For broader discussions of Jōmon material culture, settlement patterns and uses of the environment see Takahashi and Hosoya 2003; Habu 2004; Kobayashi 2004; Matsui and Kanehara 2006; Crema 2013. It’s worth noting that the ancient Jōmon have been infiltrating modern consciousness in other ways too: the distinctive ‘rope pattern’ aesthetics of their highly crafted ceramics provided the graphic template for one of Nintendo’s most popular video games, The Legend of Zelda: Breath of the Wild. Jōmon seems quite at home in the digital age.",Habu 2004 | Kobayashi 2004 | Crema 2013,"Habu, Junko. 2004. Ancient Jomon of Japan. Cambridge: Cambridge University Press. | Kobayashi, Tatsuo. 2004. Jomon Reflections: Forager Life and Culture in the Prehistoric Japanese Archipelago. Oxford: Oxbow. | Crema, Enrico R. 2013. ‘Cycles of change in Jomon settlement: a case study from eastern Tokyo Bay.’ Antiquity 87 (338): 1169–81."
M0140,S027,Watson Brake,Watson’s Brake,L1474,1474,1474,"Chapter 4: Free People, the Origin of Cultures, and the Advent of Private Property",chapter,4,"One reason, no doubt, is that Poverty Point and its predecessors (like the much older mound complex at Watson’s Brake, in the nearby Ouachita basin) have been placed in a phase of American prehistory known as the ‘Archaic’. The Archaic period covers an immense span of time, between the flooding of the Beringia land bridge (which once linked Eurasia to the Americas) around 8000 bc, and the initial adoption and spread of maize-farming in certain parts of North America, down to around 1000 bc. One word, for seven millennia of indigenous history. Archaeologists who first gave the period its name – which is really more of a chronological slap in the face – were basically declaring, ‘this is the period before anything particularly important was happening.’ So when undeniable evidence began to appear that all sorts of important things were indeed happening, and not just in the Mississippi basin, it was almost something of an archaeological embarrassment.",,,,
M0141,S028,Çatalhöyük,Çatalhöyük,L2055,2055,2055,Chapter 6: Gardens of Adonis,chapter,6,"No doubt the peoples of the Neolithic – the world’s first farmers – themselves spent a good deal of time debating similar questions. To get a sense of why we say this, let’s consider what is probably the most famous Neolithic site in the world, Çatalhöyük.",,,,
M0142,S028,Çatalhöyük,Çatalhöyük,L2058,2058,2058,Chapter 6: Gardens of Adonis,chapter,6,"IN WHICH WE DISCUSS HOW ÇATALHÖYÜK, THE WORLD’S OLDEST TOWN, GOT A NEW HISTORY",,,,
M0143,S028,Çatalhöyük,Çatalhöyük,L2060,2060,2060,Chapter 6: Gardens of Adonis,chapter,6,"Located on the Konya Plain of central Turkey, Çatalhöyük was first settled around 7400 bc, and continued to be populated for some 1,500 years (for the purposes of mental calibration, roughly the same period of time that separates us from Amalafrida, Queen of the Vandals, who reached the height of her influence around ad 523). The site’s renown derives partly from its surprising scale. At thirteen hectares, it was more town than village, with a population of some 5,000. Yet it was a town with no apparent centre or communal facilities, or even streets: just a dense agglomeration of one household after another, all of similar sizes and layout, each accessed by ladder from the roof.",,,,
M0144,S028,Çatalhöyük,Çatalhöyük,L2062,2062,2062,Chapter 6: Gardens of Adonis,chapter,6,"If the overall plan of Çatalhöyük suggests an ethos of dreary uniformity, a maze of identical mud walls, the internal life of its buildings points in exactly the opposite direction. In fact, another reason for the site’s fame is its inhabitants’ distinctly macabre sense of interior design. If you’ve ever glimpsed the inside of a Çatalhöyük house you will never forget it: central living rooms, no more than sixteen feet across, with the skulls and horns of cattle and other creatures projecting inwards from the walls, and sometimes outwards from the fittings and furnishings. Many rooms also had vivid wall paintings and figurative mouldings, and contained platforms under which resided some portion of the household dead – remains of between six and sixty individuals in any given house – propping up the living. We can’t help recalling Maurice Sendak’s vision of a magical house where ‘the walls became the world all around’.3",ch6-n3,From the children’s story Where the Wild Things Are (1963).,,
M0145,S028,Çatalhöyük,Çatalhöyük,L2064,2064,2064,Chapter 6: Gardens of Adonis,chapter,6,"Generations of archaeologists have wanted to see Çatalhöyük as a monument to the ‘origins of farming’. Certainly, it’s easy to understand why this should be. It is among the first large settlements we know of whose inhabitants practised agriculture, and who got most of their nutrition from domesticated cereals, pulses, sheep and goats. It seems reasonable to see them, then, as the very engineers of what has been referred to since the time of V. Gordon Childe – prehistorian and author of Man Makes Himself (1936) and What Happened in History (1942) – as the ‘Agricultural Revolution’, and when first excavated in the 1960s Çatalhöyük’s remarkable material culture was interpreted in this way. Clay figurines of seated women, including a famous example flanked by felines, were understood as depictions of a Mother Goddess, presiding over the fertility of women and crops. The wall-mounted ox-skulls (‘bucrania’) were assumed to be those of domestic cattle, dedicated to a taurine deity responsible for the protection and reproduction of herds. Certain buildings were identified as ‘shrines’. All this ritual life was assumed to refer to serious farming – a Neolithic pageant play, more in the spirit of Demeter than Adonis.4",ch6-n4,Mellaart 1967.,Mellaart 1967,"Mellaart, James. 1967. Çatal Hüyük: A Neolithic Town in Anatolia. London: Thames and Hudson."
M0146,S028,Çatalhöyük,Çatalhöyük,L2066,2066,2066,Chapter 6: Gardens of Adonis,chapter,6,"But more recent excavations suggest we have been too quick to write off Adonis.5 Since the 1990s, new methods of fieldwork at Çatalhöyük produced a string of surprises, which oblige us to revise both the history of the world’s oldest town and also how we think about the origins of farming in general. The cattle, it turns out, were not domestic: those impressive skulls belonged to fierce, wild aurochs. The shrines were not shrines, but houses in which people engaged in such everyday tasks as cooking, eating and crafts – just like anywhere else, except they happened to contain a larger density of ritual paraphernalia. Even the Mother Goddess has been cast into shadow. It is not so much that corpulent female figurines stopped turning up entirely in the excavations, but that the new finds tended to appear, not in shrines or on thrones, but in trash dumps outside houses with the heads broken off and didn’t really seem to have been treated as objects of religious veneration.6",ch6-n5 | ch6-n6,"Our understanding of the site largely follows that developed by its recent excavator, Ian Hodder, except that we have emphasized the importance of seasonal variations in social structure to a greater degree. See Hodder 2006; and for further information, images and databases see also www.catalhoyuk.com, with references to multiple field reports, sections of which are also referred to below. | Meskell et al. 2008.",Hodder 2006 | Meskell 2008,"Hodder, Ian. 2006. Çatalhöyük. The Leopard’s Tale. Revealing the Mysteries of Turkey’s Ancient ‘Town’. London: Thames and Hudson. | Meskell, Lynn, Carolyn Nakamura, Rachel King and Shahina Farid. 2008. ‘Figured lifeworlds and depositional practices at Çatalhöyük.’ Cambridge Archaeological Journal 18 (2): 139–61."
M0147,S028,Çatalhöyük,Çatalhöyük,L2111,2111,2111,Chapter 6: Gardens of Adonis,chapter,6,Which takes us back to Çatalhöyük.,,,,
M0148,S028,Çatalhöyük,Çatalhöyük,L2116,2116,2116,Chapter 6: Gardens of Adonis,chapter,6,"Recently, a number of discoveries among the miniature art of Çatalhöyük appear to show that the female form was a special focus of ritual attention, skilled artisanship and symbolic reflection on life and death. One is a clay figure with typically corpulent female front, transitioning at the back to a carefully modelled skeleton via arms that look emaciated. Its head, now lost, was fixed into a hole at the top. Another female figurine has a tiny cavity in the centre of her back, into which a single seed from a wild plant had been placed. And within a domestic platform of the sort used for burials, excavators found one particularly revealing and exquisitely carved limestone figure of a woman. Its detailed rendering clarifies an aspect of the more common figures made in clay: the sagging breasts, drooping belly and rolls of fat appear to signify not pregnancy, as once was believed, but age.11",ch6-n11,"See Hodder 2003; 2004; 2006, plate 22. For the most recently discovered statuette of an (elderly?) female in limestone see also Chris Kark’s short but informative item in Stanford News, ‘Archaeologists from Stanford find an 8,000-year-old “goddess figurine” in central Turkey’ (2016), including comments from key researchers.",Hodder 2003,"Hodder, Ian. 2003. ‘The lady and the seed: some thoughts on the role of agriculture in the Neolithic Revolution.’ In Mehmet Özdoğan, Harald Hauptmann and Nezih Başgelen (eds), From Villages to Cities: Early Villages in the Near East – Studies Presented to Ufuk Esin. Istanbul: Arkeoloji ve Sanat Yayinlari, pp. 155–61."
M0149,S028,Çatalhöyük,Çatalhöyük,L2120,2120,2120,Chapter 6: Gardens of Adonis,chapter,6,"There is no evidence that Çatalhöyük’s female inhabitants enjoyed better standards of living than its male ones. Detailed studies of human teeth and skeletons reveal a basic parity of diet and health, as does the ritual treatment of male and female bodies in death.13 Yet the point remains that there exist no similarly elaborate or highly crafted depictions of male forms in the portable art of Çatalhöyük. Wall decoration is another matter. Where coherent scenes emerge from the surviving murals, they are mainly concerned with the hunting and teasing of game animals such as boar, deer, bear and bulls. The participants are men and boys, apparently depicted in different stages of life, or perhaps entering those stages through the initiatory trials of the chase. Some of these spritely figures wear leopard skins; in one deer-baiting scene, all have beards.",ch6-n13,"Hodder 2006: 210, with further references.",Hodder 2006,"Hodder, Ian. 2006. Çatalhöyük. The Leopard’s Tale. Revealing the Mysteries of Turkey’s Ancient ‘Town’. London: Thames and Hudson."
M0150,S028,Çatalhöyük,Çatalhöyük,L2122,2122,2122,Chapter 6: Gardens of Adonis,chapter,6,"One thing to emerge clearly from the newer investigations at Çatalhöyük is the way in which household organization permeates almost every aspect of social life. Despite the considerable size and density of the built-up area, there is no evidence for central authority. Each household appears more or less a world unto itself – a discrete locus of storage, production and consumption. Each also seems to have held a significant degree of control over its own rituals, especially where treatment of the dead was concerned, although ritual experts may of course have moved between them. While it’s unclear what social rules and habits were responsible for maintaining the autonomy of households, what seems evident is that these rules were learned mainly within the household itself; not just through its ceremonies, but also its micro-routines of cooking, cleaning floors, resurfacing walls with plaster, and so on.14 All this is vaguely reminiscent of the Northwest Coast, where society was a collection of great houses, except that the inhabitants of these Neolithic houses show no sign of being divided into ranks.",ch6-n14,Hodder and Cessford 2004.,,
M0151,S028,Çatalhöyük,Çatalhöyük,L2124,2124,2124,Chapter 6: Gardens of Adonis,chapter,6,"The residents of Çatalhöyük seem to have placed great value on routine. We see this most clearly in the fastidious reproduction of domestic layouts over time. Individual houses were typically in use for between fifty and 100 years, after which they were carefully dismantled and filled in to make foundations for superseding houses. Clay wall went up on clay wall, in the same location, for century after century, over periods reaching up to a full millennium. Still more astonishing, smaller features such as mud-built hearths, ovens, storage bins and platforms often follow the same repetitive patterns of construction, over similarly long periods. Even particular images and ritual installations come back, again and again, in different renderings but the same locations, often widely separated in time.",,,,
M0152,S028,Çatalhöyük,Çatalhöyük,L2126,2126,2126,Chapter 6: Gardens of Adonis,chapter,6,"Was Çatalhöyük, then, an ‘egalitarian society’? There is no sign of any self-conscious egalitarian ideal in the sense of, say, a concern with uniformity in the art, architecture or material culture; but neither are there many explicit signs of rank. Nonetheless, as individual houses built up histories, they also appear to have acquired a degree of cumulative prestige. This is reflected in a certain density of hunting trophies, burial platforms and obsidian – a dark volcanic glass, obtained from sources in the highlands of Cappadocia, some 125 miles north. The authority of long-lived houses seems consistent with the idea that elders, and perhaps elder women in particular, held positions of influence. But the more prestigious households are distributed among the less, and do not coalesce into elite neighbourhoods. In terms of gender relations, we can acknowledge a degree of symmetry, or at least complementarity. In pictorial art, masculine themes do not encompass the feminine, nor vice versa. If anything, the two domains seem to be kept apart, in different sectors of dwellings.",,,,
M0153,S028,Çatalhöyük,Çatalhöyük,L2128,2128,2128,Chapter 6: Gardens of Adonis,chapter,6,"What were the underlying realities of social life and labour at Çatalhöyük? Perhaps the most striking thing about all this art and ritual is that it makes almost no reference to agriculture. As we’ve noted, domestic cereals (wheat and barley) and livestock (sheep and goats) were far more important than wild resources in terms of nutrition. We know this because of organic remains recovered in quantity from every house. Yet for 1,000 years the cultural life of the community remained stubbornly oriented around the worlds of hunting and foraging. At this point, one has to ask how complete our picture of life at Çatalhöyük really is and where the largest gaps may lie.",,,,
M0154,S028,Çatalhöyük,Çatalhöyük,L2133,2133,2133,Chapter 6: Gardens of Adonis,chapter,6,"Only something like 5 per cent of Neolithic Çatalhöyük has been excavated.15 Soundings and surveys offer no particular reason to believe that other parts of the town were substantially different, but it’s a reminder of how little we really know, and that we also have to think about what is missing from the archaeological record. For instance, it is clear that house floors were regularly swept clean, so the distribution of artefacts around them is far from a straightforward representation of past activities, which can only be reliably tracked through tiny fragments and residue embedded in the plaster.16 Traces have also been found of reed mats that covered living surfaces and furnishings, further disturbing the picture. We don’t necessarily know everything that was happening in the houses, or perhaps even half of it – or, indeed, how much time was actually spent living in these cramped and peculiar structures at all.",ch6-n15 | ch6-n16,"Çatalhöyük actually comprises two main archaeological mounds. Everything we’ve been talking about so far applies to the early ‘East Mound’, while the ‘West Mound’ relates mainly to later periods of prehistory, beyond the scope of our discussion here. | Matthews 2005.",Matthews 2005,"Matthews, Wendy. 2005. ‘Micromorphological and microstratigraphic traces of uses and concepts of space.’ In Ian Hodder (ed.), Inhabiting Çatalhöyük: Reports from the 1995–1999 Seasons. Cambridge: McDonald Institute for Archaeological Research, British Institute of Archaeology at Ankara, pp. 355–98."
M0155,S028,Çatalhöyük,Çatalhöyük,L2135,2135,2135,Chapter 6: Gardens of Adonis,chapter,6,"In considering this, it’s worth taking a broader look at the site of Çatalhöyük in relation to its ancient surroundings, which archaeological science allows us to reconstruct, at least in outline. Çatalhöyük was situated in an area of wetlands (whence all the mud and clay) seasonally flooded by the Çarşamba River, which split its course as it entered the Konya Plain. Swamps would have surrounded the site for much of the year, interspersed with raised areas of dry land. Winters were cold and damp, summers oppressively hot. From spring to autumn, sheep and goats would have been moved between areas of pasture within the plain, and sometimes further into the highlands. Arable crops were most likely sown late in the spring on the receding floodplain of the Çarşamba, where they could ripen in as little as three months, with harvesting and processing in the late summer: fast-growing grains, in the season of Adonis.17",ch6-n17,See Fairbairn et al. 2006.,Fairbairn 2006,"Fairbairn, Andrew et al. 2006. ‘Seasonality (Çatalhöyük East).’ In Ian Hodder (ed.), Çatalhöyük Perspectives: Themes from the 1995–9 Seasons. Cambridge: McDonald Institute Monographs, British Institute of Archaeology at Ankara, pp. 93–108."
M0156,S028,Çatalhöyük,Çatalhöyük,L2137,2137,2137,Chapter 6: Gardens of Adonis,chapter,6,"While all these tasks may have taken place quite close to the town, they will inevitably have involved a periodic dispersal and reconfiguration of working arrangements and of general social affairs. And, as the rites of Adonis remind us, another kind of social life altogether may have existed on the rooftops. It is in fact quite likely that what we are seeing in the surviving remains of Çatalhöyük’s built environment are largely the social arrangements prevalent in winter, with their intense and distinctive ceremonialism focused upon hunting and the veneration of the dead. At that time of year, with the harvest in, the organization required for agricultural labour would have given way to a different type of social reality as the community’s life shrank back towards its houses, just as its herds of sheep and goats shrank back into the confines of their pens.",,,,
M0157,S028,Çatalhöyük,Çatalhöyük,L2139,2139,2139,Chapter 6: Gardens of Adonis,chapter,6,"Seasonal variations of social structure18 were alive and well at Çatalhöyük, and these carefully balanced alternations seem central to understanding why the town endured. An impressive degree of material equality prevailed in the everyday exchanges of family life, within and between houses. Yet at the same time, hierarchy developed to slower rhythms, played out in rituals that joined the living to the dead. Shepherding and cultivation surely involved a strict division of labour, to safeguard the annual crop and protect the herds – but if so it found little space in the ceremonial life of the household, which drew its energy from older sources, more Adonis than Demeter.",ch6-n18,Of the kind we discussed in Chapter Three.,,
